Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
1/7/2007;01:51:00;0.284;0.000;240.050;1.200;1.000;0.000;0.000
1/7/2007;01:52:00;0.282;0.000;239.780;1.200;2.000;0.000;0.000
1/7/2007;01:53:00;0.284;0.000;239.570;1.200;1.000;0.000;0.000
1/7/2007;01:54:00;0.282;0.000;239.730;1.200;1.000;0.000;0.000
1/7/2007;01:55:00;0.284;0.000;239.910;1.200;1.000;0.000;0.000
1/7/2007;01:56:00;0.280;0.000;240.080;1.200;2.000;0.000;0.000
1/7/2007;01:57:00;0.284;0.000;239.960;1.200;1.000;0.000;0.000
1/7/2007;01:58:00;0.280;0.000;239.650;1.200;1.000;0.000;0.000
1/7/2007;01:59:00;0.284;0.000;239.440;1.200;1.000;0.000;0.000
1/7/2007;02:00:00;0.280;0.000;239.310;1.200;2.000;0.000;0.000
1/7/2007;02:01:00;0.284;0.000;239.380;1.200;1.000;0.000;0.000
1/7/2007;02:02:00;0.278;0.000;239.500;1.200;1.000;0.000;0.000
1/7/2007;02:03:00;0.280;0.000;238.760;1.200;1.000;0.000;0.000
1/7/2007;02:04:00;0.278;0.000;238.920;1.200;1.000;0.000;0.000
1/7/2007;02:05:00;0.312;0.000;239.810;1.400;2.000;0.000;0.000
1/7/2007;02:06:00;0.356;0.080;239.660;1.400;1.000;0.000;0.000
1/7/2007;02:07:00;0.474;0.206;239.810;2.200;1.000;0.000;0.000
1/7/2007;02:08:00;0.472;0.218;239.780;2.200;2.000;0.000;0.000
1/7/2007;02:09:00;0.464;0.212;239.810;2.000;1.000;0.000;0.000
1/7/2007;02:10:00;0.460;0.212;239.580;2.000;1.000;0.000;0.000
1/7/2007;02:11:00;0.458;0.214;240.000;2.000;1.000;0.000;0.000
1/7/2007;02:12:00;0.456;0.216;240.530;2.000;1.000;0.000;0.000
1/7/2007;02:13:00;0.456;0.218;240.970;2.000;2.000;0.000;0.000
1/7/2007;02:14:00;0.454;0.220;241.250;2.000;1.000;0.000;0.000
1/7/2007;02:15:00;0.452;0.222;241.520;2.000;1.000;0.000;0.000
1/7/2007;02:16:00;0.452;0.222;241.520;2.000;1.000;0.000;0.000
1/7/2007;02:17:00;0.440;0.264;242.090;2.000;2.000;0.000;0.000
1/7/2007;02:18:00;0.426;0.242;241.990;2.000;0.000;0.000;0.000
1/7/2007;02:19:00;0.426;0.186;241.790;1.800;2.000;0.000;0.000
1/7/2007;02:20:00;0.382;0.124;241.830;1.600;1.000;0.000;0.000
1/7/2007;02:21:00;0.376;0.120;241.960;1.600;1.000;0.000;0.000
1/7/2007;02:22:00;0.374;0.116;241.490;1.600;1.000;0.000;0.000
1/7/2007;02:23:00;0.374;0.116;241.380;1.600;1.000;0.000;0.000
1/7/2007;02:24:00;0.374;0.116;241.500;1.600;2.000;0.000;0.000
1/7/2007;02:25:00;0.368;0.120;241.350;1.600;1.000;0.000;0.000
1/7/2007;02:26:00;0.308;0.114;240.930;1.400;0.000;0.000;0.000
1/7/2007;02:27:00;0.278;0.000;240.820;1.200;1.000;0.000;0.000
1/7/2007;02:28:00;1.642;0.000;239.370;8.200;22.000;0.000;0.000
1/7/2007;02:29:00;2.484;0.000;238.600;10.400;38.000;0.000;0.000
1/7/2007;02:30:00;2.472;0.000;238.030;10.400;37.000;0.000;0.000
1/7/2007;02:31:00;2.472;0.000;238.140;10.200;38.000;0.000;0.000
1/7/2007;02:32:00;2.468;0.000;238.210;10.200;38.000;0.000;0.000
1/7/2007;02:33:00;2.476;0.000;238.310;10.400;37.000;0.000;0.000
1/7/2007;02:34:00;2.480;0.000;238.390;10.400;38.000;0.000;0.000
1/7/2007;02:35:00;2.472;0.000;238.250;10.200;38.000;0.000;0.000
1/7/2007;02:36:00;2.466;0.000;238.390;10.200;38.000;0.000;0.000
1/7/2007;02:37:00;2.476;0.000;238.760;10.200;37.000;0.000;0.000
1/7/2007;02:38:00;2.460;0.000;238.260;10.200;38.000;0.000;0.000
1/7/2007;02:39:00;2.460;0.000;238.140;10.200;37.000;0.000;0.000
1/7/2007;02:40:00;2.462;0.000;238.490;10.200;38.000;0.000;0.000
1/7/2007;02:41:00;0.440;0.000;240.440;3.200;6.000;0.000;0.000
1/7/2007;02:42:00;0.210;0.000;240.650;0.800;0.000;0.000;0.000
1/7/2007;02:43:00;0.210;0.000;240.420;0.800;0.000;0.000;0.000
1/7/2007;02:44:00;0.224;0.000;240.650;1.000;1.000;0.000;0.000
1/7/2007;02:45:00;0.232;0.000;241.490;1.000;0.000;0.000;0.000
1/7/2007;02:46:00;0.218;0.000;241.630;1.000;0.000;0.000;0.000
1/7/2007;02:47:00;0.212;0.000;241.340;0.800;0.000;0.000;0.000
1/7/2007;02:48:00;0.212;0.000;241.200;0.800;0.000;0.000;0.000
1/7/2007;02:49:00;0.212;0.000;241.190;0.800;0.000;0.000;0.000
1/7/2007;02:50:00;0.282;0.046;241.780;1.400;0.000;0.000;0.000
1/7/2007;02:51:00;0.290;0.080;241.960;1.200;0.000;0.000;0.000
1/7/2007;02:52:00;0.290;0.080;241.650;1.200;0.000;0.000;0.000
1/7/2007;02:53:00;0.290;0.080;241.810;1.200;0.000;0.000;0.000
1/7/2007;02:54:00;0.288;0.080;241.770;1.200;0.000;0.000;0.000
1/7/2007;02:55:00;0.286;0.080;241.670;1.200;0.000;0.000;0.000
1/7/2007;02:56:00;0.288;0.080;241.140;1.200;0.000;0.000;0.000
1/7/2007;02:57:00;0.314;0.100;240.920;1.400;0.000;0.000;0.000
1/7/2007;02:58:00;0.410;0.234;240.150;2.000;0.000;0.000;0.000
1/7/2007;02:59:00;0.404;0.228;239.860;1.800;0.000;0.000;0.000
1/7/2007;03:00:00;0.388;0.206;239.310;1.800;0.000;0.000;0.000
1/7/2007;03:01:00;0.384;0.204;239.570;1.800;0.000;0.000;0.000
1/7/2007;03:02:00;0.382;0.204;239.560;1.800;0.000;0.000;0.000
1/7/2007;03:03:00;0.322;0.114;239.900;1.400;0.000;0.000;0.000
1/7/2007;03:04:00;0.312;0.102;240.010;1.400;0.000;0.000;0.000
1/7/2007;03:05:00;0.312;0.102;240.120;1.400;0.000;0.000;0.000
1/7/2007;03:06:00;0.310;0.102;239.940;1.400;0.000;0.000;0.000
1/7/2007;03:07:00;0.310;0.102;239.680;1.400;0.000;0.000;0.000
1/7/2007;03:08:00;0.308;0.102;239.680;1.400;0.000;0.000;0.000
1/7/2007;03:09:00;0.306;0.100;239.200;1.400;0.000;0.000;0.000
1/7/2007;03:10:00;0.308;0.102;239.990;1.400;0.000;0.000;0.000
1/7/2007;03:11:00;0.306;0.102;239.890;1.400;0.000;0.000;0.000
1/7/2007;03:12:00;0.306;0.102;239.820;1.400;0.000;0.000;0.000
1/7/2007;03:13:00;0.304;0.102;239.610;1.400;0.000;0.000;0.000
1/7/2007;03:14:00;0.304;0.102;239.810;1.400;0.000;0.000;0.000
1/7/2007;03:15:00;0.326;0.138;239.790;1.400;0.000;0.000;0.000
1/7/2007;03:16:00;0.324;0.124;240.840;1.400;0.000;0.000;0.000
1/7/2007;03:17:00;0.250;0.000;240.860;1.000;0.000;0.000;0.000
1/7/2007;03:18:00;0.210;0.000;240.770;0.800;0.000;0.000;0.000
1/7/2007;03:19:00;0.210;0.000;240.900;0.800;0.000;0.000;0.000
1/7/2007;03:20:00;0.210;0.000;240.540;0.800;0.000;0.000;0.000
1/7/2007;03:21:00;0.210;0.000;239.840;0.800;0.000;0.000;0.000
1/7/2007;03:22:00;0.210;0.000;239.950;0.800;0.000;0.000;0.000
1/7/2007;03:23:00;0.210;0.000;239.960;0.800;0.000;0.000;0.000
1/7/2007;03:24:00;0.210;0.000;239.660;0.800;0.000;0.000;0.000
1/7/2007;03:25:00;0.210;0.000;239.700;0.800;0.000;0.000;0.000
1/7/2007;03:26:00;0.210;0.000;239.770;0.800;0.000;0.000;0.000
1/7/2007;03:27:00;0.210;0.000;239.820;0.800;0.000;0.000;0.000
1/7/2007;03:28:00;0.210;0.000;239.950;0.800;0.000;0.000;0.000
1/7/2007;03:29:00;0.210;0.000;239.910;0.800;0.000;0.000;0.000
1/7/2007;03:30:00;0.210;0.000;240.220;0.800;0.000;0.000;0.000
1/7/2007;03:31:00;0.210;0.000;240.670;0.800;0.000;0.000;0.000
1/7/2007;03:32:00;0.212;0.000;241.350;0.800;0.000;0.000;0.000
1/7/2007;03:33:00;0.212;0.000;241.710;0.800;0.000;0.000;0.000
1/7/2007;03:34:00;0.304;0.078;241.000;1.400;0.000;0.000;0.000
1/7/2007;03:35:00;0.288;0.076;240.850;1.200;0.000;0.000;0.000
1/7/2007;03:36:00;0.288;0.076;240.690;1.200;0.000;0.000;0.000
1/7/2007;03:37:00;0.288;0.076;240.730;1.200;0.000;0.000;0.000
1/7/2007;03:38:00;0.286;0.078;240.930;1.200;0.000;0.000;0.000
1/7/2007;03:39:00;0.286;0.080;241.470;1.200;0.000;0.000;0.000
1/7/2007;03:40:00;0.284;0.080;241.470;1.200;0.000;0.000;0.000
1/7/2007;03:41:00;0.282;0.078;240.970;1.200;0.000;0.000;0.000
1/7/2007;03:42:00;0.282;0.076;240.750;1.200;0.000;0.000;0.000
1/7/2007;03:43:00;0.280;0.076;240.400;1.200;0.000;0.000;0.000
1/7/2007;03:44:00;0.280;0.076;240.530;1.200;0.000;0.000;0.000
1/7/2007;03:45:00;0.280;0.076;240.610;1.200;0.000;0.000;0.000
1/7/2007;03:46:00;0.244;0.000;240.520;1.000;0.000;0.000;0.000
1/7/2007;03:47:00;0.210;0.000;240.530;0.800;0.000;0.000;0.000
1/7/2007;03:48:00;0.210;0.000;240.520;0.800;0.000;0.000;0.000
1/7/2007;03:49:00;0.298;0.060;240.250;1.400;0.000;0.000;0.000
1/7/2007;03:50:00;0.322;0.104;240.260;1.400;0.000;0.000;0.000
1/7/2007;03:51:00;0.318;0.102;240.090;1.400;0.000;0.000;0.000
1/7/2007;03:52:00;0.318;0.104;240.330;1.400;0.000;0.000;0.000
1/7/2007;03:53:00;0.394;0.194;240.010;2.000;0.000;0.000;0.000
1/7/2007;03:54:00;0.398;0.224;240.060;1.800;0.000;1.000;0.000
1/7/2007;03:55:00;0.398;0.224;240.150;1.800;0.000;1.000;0.000
1/7/2007;03:56:00;0.396;0.226;240.280;1.800;0.000;2.000;0.000
1/7/2007;03:57:00;0.398;0.226;240.510;1.800;0.000;1.000;0.000
1/7/2007;03:58:00;0.396;0.228;240.780;1.800;0.000;1.000;0.000
1/7/2007;03:59:00;0.394;0.224;240.180;1.800;0.000;2.000;0.000
1/7/2007;04:00:00;0.394;0.224;240.180;1.800;0.000;1.000;0.000
1/7/2007;04:01:00;0.434;0.224;240.090;2.000;0.000;2.000;0.000
1/7/2007;04:02:00;0.562;0.220;239.770;2.400;0.000;1.000;0.000
1/7/2007;04:03:00;0.562;0.220;239.980;2.400;0.000;1.000;0.000
1/7/2007;04:04:00;0.560;0.220;239.780;2.400;0.000;2.000;0.000
1/7/2007;04:05:00;0.560;0.220;240.130;2.400;0.000;1.000;0.000
1/7/2007;04:06:00;0.560;0.220;239.960;2.400;0.000;2.000;0.000
1/7/2007;04:07:00;0.558;0.220;240.170;2.400;0.000;1.000;0.000
1/7/2007;04:08:00;0.530;0.184;240.200;2.400;0.000;1.000;0.000
1/7/2007;04:09:00;0.464;0.090;240.560;2.000;0.000;2.000;0.000
1/7/2007;04:10:00;0.464;0.092;241.210;2.000;0.000;1.000;0.000
1/7/2007;04:11:00;0.464;0.092;241.260;2.000;0.000;1.000;0.000
1/7/2007;04:12:00;0.466;0.096;242.640;2.000;0.000;1.000;0.000
1/7/2007;04:13:00;0.466;0.096;242.420;2.000;0.000;2.000;0.000
1/7/2007;04:14:00;0.464;0.094;242.170;2.000;0.000;1.000;0.000
1/7/2007;04:15:00;0.464;0.096;242.540;2.000;0.000;1.000;0.000
1/7/2007;04:16:00;0.466;0.098;242.970;2.000;0.000;1.000;0.000
1/7/2007;04:17:00;0.494;0.116;242.150;2.200;0.000;2.000;0.000
1/7/2007;04:18:00;0.536;0.196;241.270;2.400;0.000;1.000;0.000
1/7/2007;04:19:00;0.536;0.198;241.500;2.400;0.000;1.000;0.000
1/7/2007;04:20:00;0.534;0.196;241.360;2.400;0.000;1.000;0.000
1/7/2007;04:21:00;0.534;0.198;241.670;2.200;0.000;2.000;0.000
1/7/2007;04:22:00;0.534;0.198;241.720;2.200;0.000;1.000;0.000
1/7/2007;04:23:00;0.532;0.200;241.980;2.200;0.000;1.000;0.000
1/7/2007;04:24:00;0.530;0.198;241.880;2.200;0.000;1.000;0.000
1/7/2007;04:25:00;0.530;0.198;241.850;2.200;0.000;1.000;0.000
1/7/2007;04:26:00;0.528;0.200;242.090;2.200;0.000;1.000;0.000
1/7/2007;04:27:00;0.528;0.200;242.250;2.200;0.000;2.000;0.000
1/7/2007;04:28:00;0.526;0.198;242.030;2.200;0.000;1.000;0.000
1/7/2007;04:29:00;0.526;0.198;241.900;2.200;0.000;1.000;0.000
1/7/2007;04:30:00;0.482;0.130;241.930;2.000;0.000;1.000;0.000
1/7/2007;04:31:00;0.458;0.094;241.940;1.800;0.000;1.000;0.000
1/7/2007;04:32:00;0.456;0.092;241.600;1.800;0.000;1.000;0.000
1/7/2007;04:33:00;0.456;0.092;241.600;1.800;0.000;2.000;0.000
1/7/2007;04:34:00;0.456;0.090;241.250;1.800;0.000;1.000;0.000
1/7/2007;04:35:00;0.456;0.092;241.370;1.800;0.000;1.000;0.000
1/7/2007;04:36:00;0.456;0.090;241.260;1.800;0.000;1.000;0.000
1/7/2007;04:37:00;0.456;0.092;241.530;1.800;0.000;1.000;0.000
1/7/2007;04:38:00;0.456;0.092;241.420;1.800;0.000;1.000;0.000
1/7/2007;04:39:00;0.456;0.092;241.520;1.800;0.000;2.000;0.000
1/7/2007;04:40:00;0.540;0.180;241.440;2.400;0.000;1.000;0.000
1/7/2007;04:41:00;0.566;0.226;241.420;2.400;0.000;1.000;0.000
1/7/2007;04:42:00;0.564;0.228;241.540;2.400;0.000;1.000;0.000
1/7/2007;04:43:00;0.562;0.226;241.380;2.400;0.000;1.000;0.000
1/7/2007;04:44:00;0.560;0.226;241.400;2.400;0.000;1.000;0.000
1/7/2007;04:45:00;0.558;0.226;241.300;2.400;0.000;2.000;0.000
1/7/2007;04:46:00;0.558;0.226;241.330;2.400;0.000;1.000;0.000
1/7/2007;04:47:00;0.556;0.226;241.190;2.400;0.000;1.000;0.000
1/7/2007;04:48:00;0.554;0.226;241.180;2.400;0.000;1.000;0.000
1/7/2007;04:49:00;0.554;0.226;241.040;2.400;0.000;1.000;0.000
1/7/2007;04:50:00;0.554;0.226;241.280;2.400;0.000;1.000;0.000
1/7/2007;04:51:00;0.552;0.228;241.380;2.400;0.000;1.000;0.000
1/7/2007;04:52:00;0.552;0.228;241.410;2.400;0.000;2.000;0.000
1/7/2007;04:53:00;0.550;0.226;241.390;2.400;0.000;1.000;0.000
1/7/2007;04:54:00;0.550;0.226;241.100;2.400;0.000;1.000;0.000
1/7/2007;04:55:00;0.548;0.226;241.230;2.400;0.000;1.000;0.000
1/7/2007;04:56:00;0.548;0.226;241.320;2.400;0.000;1.000;0.000
1/7/2007;04:57:00;0.548;0.226;241.290;2.400;0.000;1.000;0.000
1/7/2007;04:58:00;0.548;0.226;241.330;2.400;0.000;1.000;0.000
1/7/2007;04:59:00;0.516;0.182;241.370;2.200;0.000;2.000;0.000
1/7/2007;05:00:00;0.454;0.092;241.310;1.800;0.000;1.000;0.000
1/7/2007;05:01:00;0.454;0.092;241.280;1.800;0.000;1.000;0.000
1/7/2007;05:02:00;0.534;0.180;241.110;2.400;0.000;1.000;0.000
1/7/2007;05:03:00;0.530;0.196;241.370;2.200;0.000;1.000;0.000
1/7/2007;05:04:00;0.530;0.196;241.560;2.200;0.000;1.000;0.000
1/7/2007;05:05:00;0.530;0.196;241.350;2.200;0.000;1.000;0.000
1/7/2007;05:06:00;0.528;0.196;241.270;2.200;0.000;2.000;0.000
1/7/2007;05:07:00;0.528;0.196;241.540;2.200;0.000;1.000;0.000
1/7/2007;05:08:00;0.526;0.198;241.940;2.200;0.000;1.000;0.000
1/7/2007;05:09:00;0.526;0.200;242.330;2.200;0.000;1.000;0.000
1/7/2007;05:10:00;0.526;0.202;242.480;2.200;0.000;1.000;0.000
1/7/2007;05:11:00;0.528;0.206;243.320;2.200;0.000;1.000;0.000
1/7/2007;05:12:00;0.526;0.202;242.820;2.200;0.000;1.000;0.000
1/7/2007;05:13:00;0.524;0.200;242.470;2.200;0.000;1.000;0.000
1/7/2007;05:14:00;0.504;0.168;242.490;2.200;0.000;2.000;0.000
1/7/2007;05:15:00;0.454;0.092;241.880;1.800;0.000;1.000;0.000
1/7/2007;05:16:00;0.454;0.092;241.930;1.800;0.000;1.000;0.000
1/7/2007;05:17:00;0.454;0.092;241.650;1.800;0.000;1.000;0.000
1/7/2007;05:18:00;0.454;0.092;241.590;1.800;0.000;1.000;0.000
1/7/2007;05:19:00;0.454;0.092;241.600;1.800;0.000;1.000;0.000
1/7/2007;05:20:00;0.454;0.092;241.470;1.800;0.000;1.000;0.000
1/7/2007;05:21:00;0.454;0.094;241.980;1.800;0.000;1.000;0.000
1/7/2007;05:22:00;0.458;0.096;242.670;1.800;0.000;2.000;0.000
1/7/2007;05:23:00;0.456;0.096;242.590;1.800;0.000;1.000;0.000
1/7/2007;05:24:00;0.456;0.094;242.190;1.800;0.000;1.000;0.000
1/7/2007;05:25:00;0.456;0.094;242.240;1.800;0.000;1.000;0.000
1/7/2007;05:26:00;0.456;0.094;242.310;1.800;0.000;1.000;0.000
1/7/2007;05:27:00;0.456;0.094;242.480;1.800;0.000;1.000;0.000
1/7/2007;05:28:00;0.456;0.094;242.270;1.800;0.000;1.000;0.000
1/7/2007;05:29:00;0.456;0.094;242.430;1.800;0.000;1.000;0.000
1/7/2007;05:30:00;0.456;0.094;242.430;1.800;0.000;2.000;0.000
1/7/2007;05:31:00;0.532;0.174;242.020;2.400;0.000;1.000;0.000
1/7/2007;05:32:00;0.564;0.228;241.830;2.400;0.000;1.000;0.000
1/7/2007;05:33:00;0.562;0.228;242.220;2.400;0.000;1.000;0.000
1/7/2007;05:34:00;0.562;0.228;242.140;2.400;0.000;1.000;0.000
1/7/2007;05:35:00;0.552;0.212;242.100;2.400;0.000;1.000;0.000
1/7/2007;05:36:00;0.492;0.108;242.220;2.000;0.000;0.000;0.000
1/7/2007;05:37:00;0.490;0.108;242.230;2.000;0.000;0.000;0.000
